1,xillo,main,
1.1,zoroark73,main,
1.10,funkytomate,main,
1.100,knuckles3andknuckles,main,
1.100a,aquaticpanic,main,
1.100b,halfaplum,alt,reference;pikmin
1.101,aquaticpanic,main,
1.102,xbzacy,main,
1.103,krsgaming,main,
1.104,barnabyjjones & emisys,main,
1.105,krsgaming,main,
1.105a,krsgaming,temp,
1.106,krsgaming,main,
1.107,acidbathfan000,main,
1.108,markedinstone,main,
1.109,knuckles3andknuckles,main,
1.11,funkytomate,main,
1.110,krsgaming,main,
1.111,the_cardinals,main,
1.112,chespining,main,
1.112a,totodile.,main,
1.112b,totodile.,main,
1.113,pinkyoshi2350641x,main,
1.114,elite01.,main,
1.115,krsgaming,main,
1.116,xeldria516,main,
1.117,xeldria516,main,
1.118,ketrindarkdragon,main,
1.119,krsgaming,main,
1.119a,xeldria516,main,
1.11a,mr.person__prinplup_enjoyer,main,
1.12,funkytomate,main,
1.120,krsgaming,temp,joke
1.120a,xeldria516,main,
1.120b,heinzzweig,main,
1.121,xeldria516,temp,
1.122,xeldria516,main,
1.122a,.stygma.,main,
1.123,xeldria516,main,
1.124,xeldria516,main,
1.125,drago5044,main,
1.125a,xeldria516,main,
1.125b,xeldria516,main,
1.126,xeldria516,main,
1.126a,p0keys,main,
1.126b,xeldria516,main,
1.126c,ziracung2114,main,
1.126d,tzk___,main,
1.127,wasimyoshi,main,
1.128,krsgaming,temp,
1.129,dustybased,main,
1.12a,funkytomate,main,
1.13,retrogamer9934,main,
1.130,voxposs,main,
1.131,btfrogz,main,
1.131a,hopesndreams,main,
1.132,toad900,main,
1.133,phoenix99125,main,
1.133a,rosemagwin,main,
1.133b,chinigandoodles,main,
1.133c,chinigandoodles,main,
1.133d,peridot21,main,
1.133e,xiapher,main,
1.134,rampantmind,main,
1.135,blartsideofthemall,main,
1.135a,rayqayzer00,main,
1.135b,rayqayzer00,main,
1.136,mystora,main,
1.137,nakamagic,main,
1.137a,ralliv & Mojang,alt,reference;minecraft
1.137b,murilo_sep,alt,reference;rwby
1.138,calcoteproctor,main,
1.138a,kerb_520,main,
1.139,drago5044,main,
1.14,retrogamer9934,main,
1.140,toad900,main,
1.141,ziracung2114,main,
1.141a,riberna,main,
1.142,chimblytheslime,main,
1.142a,15kazuki,main,
1.142b,mr.person__prinplup_enjoyer,main,
1.143,bluedud135,main,
1.144,sillydoodle68,main,
1.145,xeldria516,main,
1.146,xeldria516,main,
1.146a,007z3lda,main,
1.147,gwenegade,main,
1.147a,mbo1064.,main,
1.147b,mcs2207,main,
1.147c,stickieanimates,main,
1.147d,sturla1511,main,
1.148,sillydoodle68,main,
1.148a,sturla1511,main,
1.149,xeldria516,main,
1.149a,cathirina,main,
1.15,retrogamer9934,main,
1.150,8xviktor,main,
1.150a,karimalaudos,main,
1.151,.kyo.uwu,main,
1.151a,.kyo.uwu,main,
1.151b,themuffinman2700,main,
1.152,gdei,main,
1.152a,Unknown,main,
1.152b,.frozenreborns,main,
1.153,teamama,main,
1.154,krsgaming,main,
1.155,timeaxis,main,
1.155a,timeaxis,main,
1.156,timeaxis,main,
1.157,monnui,main,
1.158,pinkyoshi2350641x,main,
1.159,mr.person__prinplup_enjoyer,main,
1.15a,anotherhumanperson,main,
1.16,stan.__.,main,
1.160,pinkyoshi2350641x,main,
1.161,kiwikelly,main,
1.162,pinkyoshi2350641x,main,
1.163,pinkyoshi2350641x,main,
1.164,pinkyoshi2350641x,main,
1.165,dappergamelord,main,
1.166,doodledoo,main,
1.167,filteredtea,main,
1.168,thornsoflight,main,
1.169,sydneu,main,
1.16a,babyofdeath & barthandelus_real,main,
1.17,bbutton27,main,
1.170,kiwikelly,main,
1.171,ludacriswell,main,
1.171a,_dumbdumb,main,
1.172,Sombrero_Tanooki,main,
1.173,zaloran,main,
1.174,sciencegenius,main,
1.174a,tanino_,main,
1.175,pinkyoshi2350641x,main,
1.176,pinkyoshi2350641x,main,
1.177,knuckles3andknuckles,main,
1.178,knuckles3andknuckles,main,
1.179,mayonaise2211,main,
1.17a,theslimyboi,main,
1.18,bbutton27,main,
1.180,whoiscthulhu,main,
1.180a,stickieanimates,main,
1.181,colbytory,main,
1.182,gidgetech,main,
1.183,gabsreu,main,
1.183a,mimichu2005,main,
1.184,teeohess,main,
1.185,devil_neville,main,
1.186,gamelord64,main,
1.186a,bubbarottweiler,alt,reference;real world animal
1.186b,bubbarottweiler,temp,
1.187,sciuriday,main,
1.188,toad900,main,
1.189,bluebonz,main,
1.19,kattenkg,main,
1.190,bromodo,main,
1.191,nookdraws,main,
1.192,storeboughtbread.,main,
1.193,lilactypo,alt,
1.194,lilactypo,main,
1.195,pinkyoshi2350641x,main,
1.196,.yaboileon,main,
1.196a,bickan1,main,
1.197,abruptbark & iaobug,main,
1.198,blaquaza,main,
1.198a,murkrowo,main,
1.199,deathenfield,main,
1.19a,aquaticpanic,main,
1.1a,toadette.x.mushina,main,
1.1b,gidgetech,main,
1.1c,scarletio,temp,
1.1d,The Pokémon Company & scarletio,alt,
1.1e,benny_was,main,
1.1f,louison.rbo,main,
1.2,niko5063,main,
1.20,baalf,main,
1.200,gungusg,temp,
1.201,cheepoof,main,
1.201a,cheepoof,main,
1.201b,nullnnow,main,
1.202,pinkyoshi2350641x,main,
1.203,newsoup,main,
1.204,catsoup02,main,
1.205,pinkyoshi2350641x,main,
1.206,lonli_chan,main,
1.207,thornsoflight,main,
1.207a,lann8295,main,
1.208,pinkyoshi2350641x,main,
1.209,genorhye,main,
1.20a,malxire,main,
1.20b,gdei,main,
1.21,beespoon,main,
1.210,pinkyoshi2350641x,main,
1.211,cold327,main,
1.212,pinkyoshi2350641x,main,
1.212a,xeldria516,main,
1.213,gurgy****,main,
1.213a,krismagie,main,
1.214,xeldria516,main,
1.214a,assassiowl,alt,joke
1.215,sitten1115,main,
1.216,scarecrow_924,main,
1.217,scarecrow_924,main,
1.218,mrwazzey,main,
1.218a,pocket.tetra,main,
1.218b,chepi342,main,
1.219,pinkyoshi2350641x,main,
1.21a,jerrickox16 & barthandelus_real,main,
1.22,gdei,main,
1.220,scooch5241,main,
1.221,pennytration,main,
1.221a,xeldria516,main,
1.222,datorre,main,
1.223,xeldria516,main,
1.224,mayz_dayz,main,
1.224a,mayz_dayz,alt,joke
1.225,thornsoflight,main,
1.226,vuuul_,main,
1.226a,phattydave,main,
1.227,xeldria516,main,
1.228,.7soul,main,
1.229,firetiger7816,main,
1.229a,xeldria516,main,
1.22a,malxire,main,
1.23,gdei,main,
1.230,holzycookie,main,
1.231,digitaldragoon,main,
1.232,thornsoflight,main,
1.233,iridescentmirage,main,
1.233a,quentinlemagnifique,main,
1.234,etherealism,main,
1.234a,carolyn_design,main,
1.235,adrianw1694,main,
1.236,anodddutchintrovert,main,
1.236a,anodddutchintrovert,main,
1.237,_nocta_29,main,
1.238,thornsoflight,main,
1.238a,thornsoflight,main,
1.239,assassiowl,main,
1.23a,gdei,main,
1.24,malxire,main,
1.240,lunaticmarkers,main,
1.241,dalblauw,main,
1.242,fizito,main,
1.243,draconicatt,main,
1.243a,draconicatt,main,
1.244,xeldria516,temp,
1.245,foxsamurai9086,main,
1.245a,nobody15604,main,
1.246,chimblytheslime,main,
1.246a,renattus,main,
1.247,sturla1511,main,
1.248,etacarbomba,main,
1.249,koepskat,main,
1.25,toad900,main,
1.250,worm9766,main,
1.251,_actias10_,main,
1.252,mr.person__prinplup_enjoyer,main,
1.252a,dinowcookie,main,
1.252b,xxdarkdustxx,main,
1.252c,technicallyfootsies,main,
1.253,klavigarprince,main,
1.254,bromodo,main,
1.255,storeboughtbread.,main,
1.255a,_asuya,temp,
1.256,xeldria516,main,
1.257,kattenkg,main,
1.258,kiwikelly,main,
1.259,rosemagwin,main,
1.25a,unworthypie,main,
1.25b,Sombrero_Tanooki,main,
1.26,blaquaza,main,
1.260,green494,main,
1.261,banefulbunker,main,
1.262,jackythewannabe,main,
1.263,gaogao028,main,
1.264,xeldria516,main,
1.265,thornsoflight,main,
1.266,legendaryman0886,main,
1.267,xeldria516,main,
1.267a,fungamerxd & Anonymous,main,
1.268,xeldria516,main,
1.269,empty_set,main,
1.269b,xeldria516,main,
1.27,theblackboots,main,
1.270,tanyin17,main,
1.270b,lemonstate,main,
1.271,howrie,main,
1.272,monoski1,main,
1.273,_bicc,main,
1.274,chespining,main,
1.275,kiwiarms,main,
1.276,minehermit,main,
1.277,flower_arzentpoisson,main,
1.277a,pennytration,main,
1.278,dragodigitalstudios,main,
1.279,piphanii,main,
1.279a,kaiivee2186,main,
1.27a,malxire,main,
1.27b,soldierex,main,
1.27c,josine,main,
1.28,malxire,main,
1.280,pokebio,main,
1.281,potato_tub,main,
1.282,old_man_yaoi,main,
1.282a,onyxsylvian,main,
1.283,shocktopus1717,main,
1.283a,shocktopus1717,main,
1.284,doomwhisper,main,
1.285,candiedcoder,main,
1.285a,deadbeatdodo,main,
1.286,candiedcoder,main,
1.286a,nymphiaribbon._.,alt,reference;pokopia
1.287,candiedcoder,main,
1.288,candiedcoder,main,
1.289,.frigid,main,
1.29,knuckles3andknuckles,main,
1.290,ralliv,main,
1.290a,chimblytheslime,main,
1.291,busilisk,main,
1.292,busilisk,main,
1.293,roborobobob,main,
1.294,slowbromancer,main,
1.294a,crystalmarowak,temp,
1.295,mcbroccoli,main,
1.295a,theactualcontentyouwantreal,main,
1.295b,_bicc,main,
1.295c,pinkyoshi2350641x,main,
1.296,kecleonfan352,main,
1.296a,voxposs,main,
1.297,craftymarten,main,
1.297a,renattus,main,
1.298,apollo_outis,main,
1.299,solvek. & midnightender6,main,
1.29a,theslimyboi,main,
1.2a,timeaxis,main,
1.2b,mr.person__prinplup_enjoyer,main,
1.2c,babyofdeath,main,
1.3,timeaxis,main,
1.30,knuckles3andknuckles,main,
1.300,quote.lass,main,reference;the legend of zelda
1.300a,quote.lass,alt,reference;the legend of zelda
1.300b,genesisparallax,main,
1.301,tuskmeelo,main,
1.302,tuskmeelo,main,
1.303,dukefrogpeasant,main,
1.303a,gaogao028,main,
1.304,pennytration,main,
1.305,rorbe,main,
1.305a,kimjonggoon,main,
1.306,_bicc,main,
1.307,nimblejim,main,
1.308,monolithyk,main,
1.309,thornsoflight,main,
1.31,knuckles3andknuckles,main,
1.310,jojotiger,main,
1.311,welpy124,main,
1.312,admiralvermin,main,
1.312a,monolithyk,main,
1.313,xeldria516,main,
1.313a,hibird89,main,
1.314,milchik,main,
1.314a,etacarbomba,main,
1.315,krismagie,main,
1.316,xiapher,main,
1.316a,thesinfultrubbish,main,PIF discord emote/sticker
1.316b,Nutleaf420,main,PIF discord emote/sticker
1.316c,toad900,main,
1.316d,lumirawolf,main,
1.316e,caydebug,main,
1.317,sydneu,main,
1.318,monolithyk,main,
1.319,btt3,main,
1.32,nekokyu_persephone,main,
1.320,noellfettuccine,main,
1.321,drago5044,main,
1.322,_dumbdumb,main,
1.322a,da_cookiez,main,
1.323,noellfettuccine,main,
1.324,toad900,main,
1.325,sydneu,main,
1.326,ptfn,main,
1.327,_actias10_,main,
1.329,vinnyruby,main,
1.32a,biscottibuck,main,
1.32b,gatorman.,main,
1.33,okibon,main,
1.330,gabe1000101,temp,
1.330a,serenityfaithful,main,
1.331,frizez,main,
1.332,zebruhhhh,main,
1.333,onix98,main,
1.334,technicolorfez,main,
1.334a,thatdanguy23,main,
1.335,.alimation,main,
1.338,isnortasbestos,main,
1.339,dizzy_river,main,
1.339a,captain__slime,main,
1.33a,leonardosd,main,
1.33b,zartam7,main,
1.33c,gatorman.,main,
1.33d,roundabout_robin,main,
1.34,leonardosd,main,
1.340,koepskat,main,
1.341,kaptainnp,main,
1.342,krsgaming,temp,
1.343,.izik,main,
1.344,yoursuprasugardaddy,main,
1.345,spagalapof,main,
1.345a,mr.person__prinplup_enjoyer,main,
1.347,knuckles3andknuckles,main,
1.348,pinkyoshi2350641x,main,
1.34a,zartam7,main,
1.34b,gatorman.,main,
1.35,Unknown,main,
1.352,xenophacilus,main,
1.353,monolithyk,main,
1.354,wyag & luxio.,main,
1.355,pory,main,
1.356,.frigid,main,
1.357,avianannihilator,main,
1.358,npc_arts,main,
1.359,bnuuycore,main,
1.36,clickonflareblitz,main,
1.360,behr_,main,
1.362,koepskat,main,
1.363,nookdraws,main,
1.364,avacado511,main,
1.365,xenophacilus,main,
1.366,mx_wellman,main,
1.367,luucas47,main,
1.367a,azraelxiii,main,
1.368,chaos_gremlen,main,
1.369,afewgoodplants,main,
1.37,stan.__.,main,
1.370,icyshrooms,main,
1.371,baby_bell,main,
1.371a,zeinkblotpot,main,
1.373,howlingstarr,main,
1.373a,malxire,main,
1.375,retrogamer9934,main,
1.376,terrasakara,main,
1.377,_bicc,temp,
1.37a,toad900,main,
1.38,clickonflareblitz,main,
1.380,_bicc,main,
1.381,maggothead,main,
1.381a,xeldria516,main,
1.381b,iaobug,main,
1.382,.frigid,main,
1.383,slowbromancer,main,
1.384,superfil12,main,
1.385,pikboy37,main,
1.386,thornsoflight,main,
1.387,spagalapof,main,
1.388,sitten1115,main,
1.388a,manoftheminds,main,
1.389,asyoko,main,
1.38a,cyyenn,main,
1.39,sciencegenius,main,
1.390,therivergrim,main,
1.390a,kaitheangel,main,
1.391,onix98,main,
1.392,technicolorfez,main,
1.392a,cacatann,main,
1.392b,fantasyprofessor,main,
1.393,thornsoflight,main,
1.394,gdei,main,
1.395,hummusishome,main,
1.395a,renattus,main,
1.396,gdei,main,
1.397,tyto2020,main,
1.398,widecloud,main,
1.399,purplejay00,main,
1.39a,mathewmii,alt,reference;bootleg pokémon
1.3a,leonardosd,main,
1.3b,niko5063,main,
1.4,el_keks,main,
1.4.7,funkytomate & green494,main,
1.4.7a,shasmo85,main,
1.4.7b,cor3zola,alt,reference;Pokémon (franchise);Pokémon Trading Card Game;joke
1.4.7c,octopus_apple,main,
1.4.7d,pancitkansr,main,
1.40,zartam7,main,
1.400,hehehe426,main,
1.400a,rosemagwin,main,
1.401,gdei,main,
1.402,twixstix,main,
1.403,gdei,main,
1.404,gdei,main,
1.404a,fufuret_97530,main,
1.405,synaesthesis,main,
1.406,snugglessam,main,
1.406a,snugglessam,main,
1.406b,polodelimon_,main,
1.407,scribble_buddy,main,
1.408,catscalla,main,
1.408a,antoniothe,main,
1.409,popcorny8,main,
1.40a,apollyon._.,main,
1.41,retrogamer9934,main,
1.410,kuumagamer,main,
1.411,ceoofspooks,main,
1.412,pokeapache,main,
1.413,lightsabit,main,
1.414,kattenkg,main,
1.416,jeff_ggz,main,
1.417,funkytomate,main,
1.418,thornsoflight,main,
1.418a,_testrun_,main,
1.419,scooch5241,main,
1.41a,a_polish.person,main,
1.42,zartam7,main,
1.420,radicaldinosaur,main,
1.421,pellimort,main,
1.421a,pellimort,main,
1.421b,tabaraz,main,
1.422,.starora,main,
1.422a,zerocipher2.0,main,
1.423,thornsoflight,main,
1.424,mr.person__prinplup_enjoyer,main,
1.424a,footlongdingledong,alt,reference;bulbapedia
1.425,xeldria516,main,
1.425a,flamefireflower,main,
1.427,xeldria516,main,
1.428,pinkyoshi2350641x,main,
1.429,errorundercover,main,
1.429a,pinkyoshi2350641x,main,
1.42a,zartam7,main,
1.43,gdei,main,
1.430,roundabout_robin,main,
1.431,greystorm101,main,
1.432,knilk,main,
1.433,ghiragar,main,
1.434,zerdguyyy,main,
1.434a,ghiragar,main,
1.436,ghiragar,main,
1.437,finnegan.willikers,main,
1.437a,brushleaf,main,
1.438,busilisk,main,
1.438a,whipstache,main,
1.438b,p0keys,main,
1.439,atlas3339098,main,
1.43a,ariamelisma,main,
1.44,theblackboots,main,
1.440,turbok1000,main,
1.440a,turbok1000,temp,
1.440b,madame.kinx,main,
1.442,kennsoljr,main,
1.442a,kennsoljr,main,
1.442b,haypile,main,
1.442c,haypile,main,
1.443,deciduowl,main,
1.444,_kuke_,main,
1.444a,candyb69,main,
1.445,nerak55,main,
1.446,mr.person__prinplup_enjoyer,main,
1.447,therusher6023,main,
